account length;location code;user id;credit card info save;push status;add to wishlist;desktop sessions;app sessions;desktop transactions;total product detail views;session duration;promotion clicks;avg order value;sale product views;discount rate per visited products;product detail view per app session;app transactions;add to cart per session;customer service calls;churn
156;415;3886223;no;no;0;179;30;15;94;178;97;169,2;77;7,61;7,5;3;2,03;1;0
63;408;4049539;no;no;0;149;25;23;104;274;75;206,6;72;9,3;9,1;4;2,46;0;0
37;415;3417332;no;no;0;206;35;16;89;186;88;307,1;86;13,82;8,4;11;2,27;0;0
98;415;3387886;no;no;0;217;37;16;86;191;114;187,5;79;8,44;11;9;2,97;0;0
121;415;3325596;no;no;0;103;18;11;110;129;82;167,1;113;7,52;10,7;3;2,89;0;0
94;415;3489945;no;no;0;139;24;14;95;159;92;128,2;129;5,77;7,7;3;2,08;0;0
99;415;4071896;no;no;0;191;33;14;110;164;102;243,6;114;10,96;14,1;3;3,81;1;0
163;510;3989408;no;yes;23;160;27;16;104;189;64;229,9;118;10,35;10,4;7;2,81;1;0
161;510;3698005;no;no;0;222;38;16;95;193;82;194,1;113;8,73;6,5;4;1,76;3;0
99;415;3462530;no;no;0;63;11;20;81;231;64;168,9;121;7,6;8,5;5;2,3;1;0
108;415;4005984;no;no;0;216;37;17;78;195;119;194,4;65;8,75;3,6;5;0,97;1;0
84;510;3511007;no;yes;42;165;28;19;97;224;118;260,8;72;11,74;7,6;7;2,05;3;0
83;415;3455980;yes;yes;32;95;16;13;111;154;98;200,4;109;9,02;10,6;6;2,86;2;0
139;510;3688964;no;no;0;203;35;13;81;153;99;197,8;76;8,9;9,7;3;2,62;2;0
69;510;3581912;no;no;0;195;33;18;70;217;108;259,9;119;11,7;12,5;4;3,38;3;0
129;510;3793132;no;no;0;144;24;25;114;298;98;212,6;86;9,57;11,4;8;3,08;4;0
106;415;3409910;no;no;0;114;19;7;104;78;101;232,7;78;10,47;0;0;0;2;0
158;415;3962719;no;no;0;223;38;17;101;203;128;210,6;106;9,48;6,9;2;1,86;2;0
168;415;3696204;no;yes;22;176;30;18;70;212;105;174,5;81;7,85;7,3;5;1,97;2;0
115;510;4209971;yes;no;0;250;42;21;95;243;104;151,7;121;6,83;15,3;6;4,13;1;1
57;408;4103782;yes;yes;30;235;40;17;130;195;116;268,8;94;12,1;11,4;4;3,08;2;0
67;415;4044481;no;no;0;211;36;19;116;219;86;179,7;83;8,09;7,2;6;1,94;1;0
127;408;3839255;no;no;0;182;31;14;124;170;110;184;116;8,28;9,3;3;2,51;1;0
78;510;4189385;no;no;0;190;32;17;88;195;89;256,5;109;11,54;11,7;5;3,16;2;0
100;415;3609676;no;yes;38;177;30;14;88;164;108;242,7;72;10,92;7,4;2;2;0;0
103;510;3273587;no;yes;36;87;15;14;92;169;110;166,7;80;7,5;10,9;5;2,94;6;1
113;415;3854715;no;no;0;216;37;16;96;193;127;105,4;115;4,74;13,5;3;3,65;1;0
78;510;4142695;no;no;0;137;23;20;109;238;49;206,7;136;9,3;14;11;3,78;3;0
129;510;3315999;no;yes;36;193;33;15;103;177;83;216,5;118;9,74;16,4;5;4,43;1;0
57;510;3377739;no;no;0;149;25;17;100;200;110;231,7;101;10,43;11,9;3;3,21;2;0
82;408;3886658;no;no;0;144;24;15;116;171;99;287,7;95;12,95;7,8;5;2,11;1;0
64;415;4056943;no;no;0;225;38;16;111;190;101;221,4;110;9,96;9,2;2;2,48;1;0
86;510;3824084;no;yes;39;261;44;18;122;214;101;154,9;101;6,97;12,7;5;3,43;2;0
151;415;3528249;no;yes;26;197;33;15;98;176;111;221,8;124;9,98;13,4;5;3,62;0;0
94;510;3538363;no;no;0;271;46;17;105;203;105;221,6;51;9,97;11,5;3;3,11;3;1
90;415;4162825;no;no;0;207;35;25;121;293;104;226,3;103;10,18;8;1;2,16;2;0
48;510;3426696;no;no;0;300;51;11;94;133;103;197,4;94;8,88;7,2;5;1,94;2;0
85;408;3389210;no;yes;37;230;39;11;123;132;90;211,9;76;9,54;9,5;8;2,57;2;0
93;415;3281768;yes;yes;20;188;32;14;110;170;94;175,3;127;7,89;12,1;4;3,27;1;0
169;415;4065870;yes;no;0;57;10;17;98;200;78;274,7;103;12,36;6,5;6;1,76;3;0
68;415;3983834;no;no;0;162;28;13;86;155;86;189,7;87;8,54;11;9;2,97;5;1
91;415;3307754;yes;no;0;145;25;15;89;176;102;223,7;151;10,07;16,7;3;4,51;2;1
68;510;4149054;no;no;0;160;27;20;123;241;93;210,3;76;9,46;11,4;3;3,08;1;0
101;510;3502832;no;no;0;191;32;18;72;209;103;203,8;111;9,17;8,8;8;2,38;1;0
67;510;4149027;no;yes;20;231;39;16;40;189;58;162,2;115;7,3;9,4;2;2,54;1;0
66;415;3371225;no;no;0;34;6;24;133;279;61;129,6;120;5,83;11,5;3;3,11;0;0
116;415;3946577;no;yes;17;193;33;20;112;241;131;248,1;98;11,16;11,4;3;3,08;5;0
158;408;3596995;no;no;0;202;34;14;126;164;86;195,4;84;8,79;10,4;6;2,81;1;0
78;415;3777561;no;no;0;192;33;21;122;241;88;203,5;86;9,16;9,1;5;2,46;1;0
119;415;3806631;no;yes;26;161;27;21;97;250;110;142,4;92;6,41;6,6;8;1,78;1;0
120;415;3908876;no;no;0;151;26;10;85;119;128;232,9;123;10,48;6,4;2;1,73;1;0
155;510;4132201;no;no;0;185;31;17;102;196;117;226,5;122;10,19;7,8;1;2,11;1;0
106;408;3742073;no;no;0;221;38;23;120;270;95;121,6;113;5,47;8,7;5;2,35;1;0
87;510;4171272;yes;no;0;167;28;17;119;199;119;133,1;88;5,99;11;6;2,97;1;0
146;415;3581129;no;yes;32;154;26;16;80;186;91;148,2;107;6,67;8,2;4;2,21;3;0
101;415;3941211;no;yes;29;121;21;16;116;186;100;241,7;75;10,88;10,1;6;2,73;0;0
22;510;3271319;no;yes;23;182;31;14;94;165;59;128,8;102;5,8;12,7;4;3,43;3;0
90;415;3994413;no;no;0;110;19;12;88;138;108;159,7;121;7,19;11;5;2,97;2;0
41;415;3939985;no;no;0;210;36;10;105;122;105;253,7;104;11,42;9,6;4;2,59;1;0
69;415;4018377;no;no;0;168;28;21;76;242;92;101,2;103;4,55;11,4;4;3,08;2;0
33;415;3313202;no;no;0;214;36;20;88;240;119;148,7;71;6,69;9,8;14;2,65;2;0
112;415;3585953;no;no;0;116;20;21;108;243;111;184,6;78;8,31;13,1;5;3,54;1;0
108;510;3807624;no;yes;30;277;47;19;99;220;113;177,9;95;8,01;9,8;6;2,65;2;0
136;415;4165261;no;yes;21;179;31;15;88;181;97;320,7;120;14,43;9,5;4;2,57;2;0
128;510;4175067;no;no;0;187;32;23;84;271;95;206,4;68;9,29;10,1;5;2,73;1;0
27;408;3456515;no;no;0;201;34;19;128;227;100;145,8;91;6,56;8,4;3;2,27;2;0
161;415;4061349;yes;no;0;190;32;23;78;267;117;184,5;137;8,3;1,3;6;0,35;1;0
33;415;3609038;no;yes;35;187;32;22;124;261;69;317,8;103;14,3;15;5;4,05;0;0
120;415;3483444;no;yes;31;154;26;19;83;219;96;237,4;76;10,68;11,4;4;3,08;0;0
113;415;3702892;no;no;0;188;32;18;97;208;118;158,9;101;7,15;8,7;6;2,35;2;0
122;415;3834061;yes;no;0;231;39;21;132;243;99;182,4;57;8,21;11;2;2,97;0;1
148;415;3917937;no;yes;26;245;42;10;150;118;138;236;91;10,62;15,2;4;4,1;2;0
74;415;3894083;no;no;0;231;39;19;93;223;78;157,8;101;7,1;9,7;2;2,62;3;0
106;415;4109633;no;no;0;187;32;21;104;250;117;144,9;81;6,52;11;3;2,97;1;0
179;415;4189502;no;no;0;171;29;16;54;191;108;214,6;107;9,66;13,3;4;3,59;1;0
149;415;3396637;yes;yes;28;127;22;14;97;167;102;145,2;77;6,53;8,8;3;2,38;5;1
77;510;3563403;no;no;0;190;32;18;112;207;95;214,1;91;9,63;9,2;7;2,48;0;0
127;408;3719457;yes;no;0;177;30;14;110;168;100;182,2;138;8,2;7,7;2;2,08;1;1
80;415;3918087;no;no;0;161;27;17;99;199;81;228,4;116;10,28;10,6;4;2,86;1;0
106;510;3926420;no;no;0;169;29;17;107;197;71;202,2;79;9,1;10,7;4;2,89;1;0
61;415;3994094;no;yes;20;254;43;14;133;162;96;251,4;91;11,31;10,5;4;2,84;0;0
135;510;3784013;yes;yes;24;128;22;18;54;215;105;234,3;84;10,54;5,8;4;1,57;2;0
115;415;3866306;no;yes;26;171;29;18;107;217;77;225,7;71;10,16;13,6;5;3,67;6;0
167;408;3593618;yes;no;0;219;37;21;100;243;90;168,9;101;7,6;10,1;4;2,73;2;0
107;510;3408875;yes;no;0;274;47;16;104;184;68;153,8;67;6,92;11;9;2,97;2;0
112;415;3302693;yes;no;0;162;28;17;138;201;114;134;134;6,03;10,7;4;2,89;1;0
35;510;4037627;no;yes;27;242;41;12;87;142;101;288,9;68;13;9,4;4;2,54;1;0
103;408;3423678;yes;no;0;63;11;14;124;170;66;280,2;78;12,61;9,4;4;2,54;3;0
107;415;3449943;no;yes;22;281;48;12;83;144;130;239,4;128;10,77;11,2;9;3,02;1;0
69;415;3905686;no;no;0;228;39;22;70;264;80;142,6;60;6,42;10,7;5;2,89;3;0
85;408;3585826;no;no;0;210;36;17;82;195;94;200,4;85;9,02;11,3;3;3,05;0;0
24;408;3937826;no;no;0;266;45;18;86;209;102;182,5;105;8,21;11,1;6;3;2;1
90;415;3359786;no;no;0;215;37;10;97;118;117;133,7;78;6,02;11,8;2;3,19;2;0
137;510;3689860;no;no;0;111;19;19;79;223;111;169,5;64;7,63;10,5;3;2,84;3;0
92;415;4169522;yes;yes;45;281;48;17;88;198;103;94,3;76;4,24;7,5;3;2,03;0;0
38;415;4167307;no;no;0;138;23;24;86;286;76;167;77;7,52;14,1;3;3,81;2;0
69;510;3976789;yes;yes;33;272;46;22;98;253;102;165,4;85;7,44;8,2;2;2,21;1;1
45;408;3359501;no;no;0;113;19;19;108;219;120;240,2;106;10,81;9;3;2,43;2;0
73;408;3881250;no;no;0;187;32;20;118;240;90;167,5;108;7,54;15,1;2;4,08;1;0
92;415;3861374;no;no;0;197;33;23;84;269;105;158,9;105;7,15;10,8;4;2,92;1;0
113;415;3468112;no;yes;32;180;31;11;89;129;124;166,9;124;7,51;8,4;2;2,27;1;0
68;408;3649040;yes;no;0;149;25;19;126;219;125;198,5;121;8,93;14,5;7;3,92;1;1
135;415;3663944;no;yes;22;197;34;22;113;259;95;134,7;135;6,06;14,6;5;3,94;2;0
100;415;3319861;no;yes;26;154;26;12;115;138;146;213,5;104;9,61;15,9;5;4,29;1;0
96;415;3302881;no;yes;27;261;44;19;96;221;101;179,4;97;8,07;11,3;2;3,05;1;0
108;510;4029558;no;no;0;246;42;17;102;202;134;180,1;95;8,1;9,4;5;2,54;1;0
84;510;3413180;no;no;0;191;32;27;88;319;119;247,3;79;11,13;6,5;4;1,76;0;0
134;408;3718598;no;no;0;208;35;22;86;254;89;291;86;13,1;12,6;3;3,4;1;0
72;415;3988385;no;no;0;253;43;19;73;219;78;210,8;89;9,49;9,8;4;2,65;0;0
83;408;3334154;no;no;0;202;34;17;87;202;111;101,7;82;4,58;6,8;4;1,84;0;0
137;408;3303589;no;no;0;174;30;13;120;156;98;136,5;121;6,14;10,2;5;2,75;0;0
56;415;4171477;no;yes;30;127;22;15;89;172;116;194,6;111;8,76;12,1;3;3,27;1;0
61;510;3275525;yes;yes;16;144;24;21;76;243;58;147,7;95;6,65;11,3;3;3,05;0;0
171;510;3638244;no;yes;17;187;32;20;94;240;138;200,9;64;9,04;5,8;3;1,57;1;0
123;510;4199104;no;no;0;194;33;21;118;242;114;146,3;108;6,58;12,1;4;3,27;1;0
58;510;3631560;no;no;0;235;40;9;89;107;131;178,5;122;8,03;9,9;6;2,67;0;0
156;510;3414075;no;no;0;124;21;9;96;103;80;189,4;82;8,52;13,1;4;3,54;1;0
166;510;3669074;no;no;0;174;30;23;103;276;83;190,8;113;8,59;15,3;5;4,13;0;0
75;510;3671424;no;yes;41;131;22;17;115;203;110;171,7;68;7,73;12,4;4;3,35;1;0
75;415;3411191;no;no;0;315;53;14;102;170;86;285,1;100;12,83;5,7;3;1,54;2;1
83;510;3429480;no;no;0;228;39;18;78;208;115;211,7;100;9,53;12,1;5;3,27;1;0
243;510;3559360;no;no;0;96;16;14;92;164;63;264,2;118;11,89;6,6;6;1,78;2;0
153;408;3431538;no;no;0;185;32;18;127;208;73;206,1;124;9,27;15,1;3;4,08;1;0
150;415;3352331;no;no;0;146;25;17;133;203;95;234,7;103;10,56;13,1;3;3,54;1;0
92;510;3357257;no;yes;16;184;31;6;99;76;134;185,1;96;8,33;12,7;3;3,43;2;0
80;415;3322137;no;no;0;106;18;4;110;44;88;189,6;87;8,53;13,1;5;3,54;0;0
134;415;3522998;no;no;0;178;30;13;110;154;64;236,6;105;10,65;11,7;4;3,16;1;0
77;510;3466941;no;yes;24;149;25;11;74;124;72;174,3;84;7,84;10,1;6;2,73;1;0
147;510;4002203;no;no;0;209;36;11;104;133;78;149,4;123;6,72;11,3;3;3,05;2;0
74;415;4212955;no;no;0;172;29;18;105;212;99;182,2;105;8,2;11,6;6;3,13;1;0
138;510;3316629;yes;no;0;169;29;19;82;218;147;184,2;77;8,29;9,4;9;2,54;1;0
143;415;3436314;no;no;0;119;20;24;117;288;136;223;100;10,04;12,2;4;3,29;0;0
64;415;4146638;no;no;0;194;33;15;147;173;87;268,7;114;12,09;5,5;2;1,49;2;0
120;510;3505883;no;no;0;199;34;20;56;230;73;119,8;81;5,39;9,9;3;2,67;2;0
121;408;4094447;yes;no;0;168;29;8;94;94;121;241,3;115;10,86;13,4;1;3,62;3;1
88;415;3764856;no;no;0;202;34;18;86;217;93;239,4;99;10,77;11,8;2;3,19;2;0
87;408;3351874;no;no;0;323;55;17;106;205;93;186,2;128;8,38;9,4;4;2,54;2;1
100;510;3976255;no;no;0;216;37;18;107;216;84;138,4;127;6,23;10,2;3;2,75;0;0
104;415;3815047;no;no;0;76;13;10;116;116;74;226,3;94;10,18;9,4;3;2,54;3;0
27;510;4036850;no;no;0;73;12;18;75;209;117;65,8;71;2,96;9,9;3;2,67;1;0
81;415;3753658;no;yes;31;210;36;19;100;226;97;168,7;120;7,59;9,7;4;2,62;0;0
64;510;3412603;yes;yes;33;127;22;14;93;163;104;247,4;109;11,13;8,1;13;2,19;0;0
107;510;3425062;no;yes;28;202;34;26;79;305;128;225,6;133;10,15;11,9;8;3,21;1;0
88;415;3541558;no;yes;17;220;37;19;78;222;94;188,3;92;8,47;16,1;5;4,35;1;0
111;408;3519537;no;no;0;99;17;23;112;271;136;225,3;94;10,14;9;6;2,43;3;0
77;415;4011252;no;no;0;239;41;13;114;150;115;160,8;81;7,24;10,3;2;2,78;5;0
67;415;3669538;yes;no;0;121;21;20;58;235;88;95,1;130;4,28;11,4;11;3,08;2;0
102;408;3647622;no;no;0;225;38;11;81;129;112;167,6;109;7,54;15,8;6;4,27;1;0
146;408;3939918;no;yes;19;177;30;14;88;163;66;215,5;98;9,7;14,6;6;3,94;1;0
144;415;3764484;no;yes;51;284;48;16;98;192;109;196,3;85;8,83;10;4;2,7;1;0
96;415;4106791;no;no;0;181;31;16;92;191;114;295,6;125;13,3;10,3;4;2,78;1;1
70;415;3432392;no;yes;31;126;21;17;101;196;102;252,7;75;11,37;10,3;4;2,78;1;0
149;408;4084323;no;no;0;238;40;16;79;192;107;207,4;111;9,33;9,1;9;2,46;0;0
129;415;3951718;no;no;0;198;34;23;91;265;106;111,4;101;5,01;9,2;2;2,48;2;0
166;408;3549492;no;no;0;274;47;5;110;53;109;246,1;119;11,07;10,9;5;2,94;0;0
136;408;3678168;yes;no;0;200;34;18;89;211;96;72,4;84;3,26;11;4;2,97;3;1
149;510;3403500;no;no;0;218;37;23;91;274;74;226,9;99;10,21;9,6;3;2,59;3;0
70;415;3694962;no;no;0;135;23;20;96;236;90;260,2;113;11,71;7,6;6;2,05;3;0
120;415;3348967;no;yes;24;213;36;22;73;258;103;227,8;119;10,25;9,7;13;2,62;2;0
66;510;4022377;no;no;0;256;44;15;135;180;106;187,3;135;8,43;6,2;7;1,67;2;0
104;408;3663917;no;no;0;184;31;10;133;121;98;215,1;112;9,68;12,7;2;3,43;1;0
160;415;3333531;no;no;0;176;30;17;90;196;115;263,9;95;11,88;9,2;4;2,48;1;0
129;415;3338954;no;yes;37;205;35;14;94;165;103;185;81;8,32;11,7;8;3,16;1;0
93;408;3749203;no;no;0;268;46;19;114;223;74;262,7;90;11,82;11,3;3;3,05;3;1
169;415;3343289;no;no;0;179;30;15;111;175;130;228,6;92;10,29;9,9;6;2,67;2;0
58;415;3537822;no;no;0;149;25;17;145;197;105;209,5;108;9,43;14,9;3;4,02;1;0
75;510;3501422;no;yes;38;164;28;12;132;147;113;345,8;115;15,56;13,1;3;3,54;3;0
45;408;3858406;no;no;0;208;35;13;71;153;94;217,8;125;9,8;12,4;13;3,35;1;0
155;510;3807277;no;no;0;165;28;16;108;184;103;80,2;108;3,61;8,9;4;2,4;3;0
52;415;3521798;no;no;0;210;36;15;114;171;82;154,6;119;6,96;9,9;9;2,67;4;0
119;415;3857922;no;yes;27;220;37;23;128;268;133;146,5;80;6,59;11,1;3;3;0;0
86;510;3537730;no;no;0;141;24;13;72;154;95;210,6;91;9,48;8,2;5;2,21;1;0
42;408;3377163;no;no;0;197;33;21;89;241;123;143,2;105;6,44;4;7;1,08;0;0
127;510;3485567;yes;no;0;181;31;18;114;210;118;249,9;105;11,25;7,4;4;2;2;0
123;408;4209575;no;no;0;105;18;21;150;252;90;258;93;11,61;14,9;5;4,02;0;0
98;510;3663358;no;no;0;271;46;16;119;190;102;284,7;118;12,81;11,1;6;3;4;1
149;510;3599972;no;yes;43;207;35;15;79;175;122;241,5;80;10,87;10,9;3;2,94;1;0
160;408;3873332;no;no;0;167;28;20;109;236;117;307,6;77;13,84;9,3;1;2,51;1;0
103;415;3546960;no;no;0;205;35;11;107;135;102;208,2;106;9,37;10,4;3;2,81;5;0
132;415;4053335;no;yes;15;155;26;21;128;246;106;148,6;90;6,69;9,1;4;2,46;1;0
137;415;3794257;no;no;0;127;22;27;107;323;75;143,9;127;6,48;7,5;2;2,03;1;0
129;415;3554992;yes;no;0;267;45;17;78;204;85;111,7;146;5,03;5,9;4;1,59;1;0
62;415;3836373;no;no;0;281;48;14;66;161;108;77,9;74;3,51;0;0;0;1;0
122;510;3827993;no;yes;33;271;46;19;96;220;110;169,9;104;7,65;11,8;8;3,19;4;0
32;408;4225865;no;no;0;171;29;16;82;186;102;203,3;64;9,15;10,2;7;2,75;1;0
86;510;4109961;no;no;0;124;21;17;82;203;120;289,6;119;13,03;6,7;8;1,81;3;0
130;415;3439946;no;no;0;163;28;25;113;290;111;114,9;140;5,17;7,2;3;1,94;1;0
42;408;3577060;no;no;0;146;25;22;84;256;113;45;117;2,03;8;12;2,16;1;0
73;415;3559541;no;no;0;255;43;12;85;143;80;153,9;102;6,93;15;7;4,05;2;0
66;408;3784145;no;yes;26;255;43;21;108;243;135;190,8;95;8,59;5,4;3;1,46;2;0
103;510;3862317;no;yes;31;108;18;16;124;189;104;196,2;98;8,83;8,9;3;2,4;0;0
128;408;3358146;no;no;0;159;27;23;75;265;91;270;77;12,15;7,6;7;2,05;1;0
104;415;3772235;no;no;0;183;31;20;113;240;85;229,8;104;10,34;5,5;4;1,49;2;0
103;415;3869141;no;no;0;199;34;4;112;43;90;179,2;124;8,06;12,4;5;3,35;0;0
124;415;4165623;no;no;0;178;30;20;72;234;134;179,4;91;8,07;12;2;3,24;0;0
87;510;3273053;no;no;0;111;19;13;91;159;115;207,5;131;9,34;6,2;5;1,67;1;0
109;415;3956195;no;yes;27;167;28;19;85;221;92;197,3;97;8,88;12,3;4;3,32;1;1
167;415;3978772;yes;no;0;245;42;5;91;61;105;176,7;110;7,95;10,7;3;2,89;2;0
97;510;3467656;no;no;0;121;21;14;96;170;101;194,1;63;8,73;11,9;3;3,21;4;1
106;415;3432350;no;no;0;165;28;18;118;210;101;187,2;93;8,42;8,5;3;2,3;2;0
125;415;3724722;no;no;0;127;22;13;113;156;131;206,2;112;9,28;14,4;7;3,89;2;0
108;408;3998615;no;yes;35;216;37;17;106;201;107;195,4;107;8,79;15,5;7;4,19;0;0
125;415;3798248;no;no;0;140;24;18;132;210;126;264,1;77;11,88;8;2;2,16;1;0
89;415;4146219;no;yes;32;210;36;21;113;250;104;224,2;92;10,09;8,7;7;2,35;1;0
72;510;3871343;yes;yes;29;140;24;12;114;138;91;221;88;9,95;5,5;6;1,49;0;0
23;510;3705527;no;no;0;322;55;21;107;252;115;141,1;158;6,35;11,3;3;3,05;2;1
149;510;3938736;no;no;0;167;28;19;61;219;107;208,3;131;9,37;8,2;6;2,21;7;0
73;415;4027626;no;no;0;214;36;17;90;197;78;157,9;112;7,11;5,9;8;1,59;0;0
61;415;3702688;no;no;0;260;44;18;123;211;127;234,7;70;10,56;9;3;2,43;1;1
161;415;4189036;no;no;0;192;33;6;113;71;87;204,8;107;9,22;13,4;4;3,62;4;1
73;408;4172035;no;no;0;213;36;16;95;189;104;136,2;89;6,13;13,5;3;3,65;0;0
118;415;3553602;no;yes;24;118;20;9;83;110;72;245,5;73;11,05;16,9;2;4,56;1;0
23;408;3934027;no;no;0;190;32;14;89;166;108;219,8;73;9,89;15;4;4,05;6;0
127;415;4185141;no;yes;25;82;14;14;95;163;109;264,9;104;11,92;5,1;6;1,38;0;0
42;415;4061247;no;yes;32;164;28;15;80;178;123;190,4;106;8,57;8,1;5;2,19;0;0
118;415;4023892;no;no;0;268;46;27;145;316;121;208,6;91;9,39;14,4;11;3,89;5;1
45;510;3322965;no;no;0;160;27;10;91;120;86;163;93;7,34;10,6;3;2,86;2;0
50;408;3771218;no;yes;24;214;36;25;129;290;55;312,5;130;14,06;10,6;4;2,86;1;0
179;510;3552464;no;no;0;287;49;24;123;288;114;266;112;11,97;10,5;4;2,84;0;1
152;408;4044611;no;no;0;101;17;12;122;142;87;198,5;124;8,93;7,5;3;2,03;2;0
105;415;3732339;no;no;0;103;17;24;74;282;125;228,1;113;10,26;13,2;5;3,56;2;0
72;415;4103503;no;no;0;109;19;10;97;116;96;295,8;84;13,31;8,3;6;2,24;0;0
52;408;4104739;no;no;0;216;37;18;67;217;108;342,8;130;15,43;5,2;2;1,4;1;0
125;415;3653562;no;no;0;203;35;11;110;129;97;190,5;113;8,57;11;4;2,97;1;0
143;510;3877641;no;no;0;110;19;14;113;169;59;166,7;94;7,5;9,2;2;2,48;1;0
65;415;3859744;no;no;0;111;19;19;51;220;84;202;89;9,09;4,4;14;1,19;1;0
80;415;3985006;no;no;0;240;41;12;121;142;51;364,3;106;16,39;9,3;5;2,51;1;0
1;415;4083977;no;no;0;145;25;10;107;113;66;218,7;79;9,84;13,8;3;3,73;1;0
60;408;3342729;no;no;0;135;23;18;134;206;85;204;103;9,18;7,9;4;2,13;1;0
43;415;3347685;no;no;0;84;14;7;134;81;103;196,1;79;8,82;10,8;2;2,92;1;0
143;415;3509228;no;no;0;209;36;9;127;106;80;179,6;90;8,08;14;6;3,78;0;0
81;415;4075774;no;yes;24;130;22;17;117;196;61;139,3;123;6,27;11,4;5;3,08;0;0
205;510;4134039;no;yes;24;176;30;13;139;155;98;180,7;64;8,13;7,8;5;2,11;2;0
24;415;3432077;no;no;0;242;41;12;104;145;112;214,5;105;9,65;6,6;5;1,78;1;0
74;415;3365661;no;no;0;137;23;19;106;229;105;265,3;114;11,94;9,8;4;2,65;0;0
77;510;3554143;no;no;0;68;12;17;68;196;86;236,5;137;10,64;12;2;3,24;1;0
74;415;3665918;no;no;0;200;34;26;87;309;105;152,1;118;6,84;10;2;2,7;1;0
74;510;3687555;yes;no;0;126;21;18;103;208;96;207,4;143;9,33;14,1;4;3,81;1;1
200;408;4082119;no;no;0;128;22;11;87;133;105;177,6;123;7,99;11,2;2;3,02;1;0
86;408;3292789;no;no;0;226;38;19;88;223;107;255,6;92;11,5;13;3;3,51;4;0
91;510;3341508;no;yes;37;162;28;20;107;234;115;277,4;94;12,48;9,2;4;2,48;0;0
76;415;3371506;no;no;0;224;38;13;121;148;97;183,8;74;8,27;6,7;2;1,81;2;0
130;415;3968400;no;no;0;121;20;16;127;190;52;270,1;107;12,15;14,3;2;3,86;1;0
56;408;3492654;no;no;0;91;15;15;90;179;115;300,7;89;13,53;11,9;8;3,21;2;0
117;415;4172716;no;no;0;169;29;21;137;241;107;204,8;106;9,22;15,5;4;4,19;0;0
63;510;4021725;no;no;0;154;26;24;81;287;115;230,2;85;10,36;6,5;5;1,76;2;0
126;415;4033229;no;no;0;226;38;12;88;140;114;208,9;110;9,4;6,4;2;1,73;0;0
132;510;3536056;no;no;0;192;33;18;107;207;127;272;88;12,24;12,6;2;3,4;1;0
81;415;3999802;no;yes;28;168;29;16;147;191;105;193;103;8,69;9,2;6;2,48;4;1
122;415;3667069;no;no;0;180;31;12;88;145;77;233,7;120;10,52;11,5;6;3,11;2;0
46;408;3325949;no;no;0;257;44;22;67;261;91;204,4;107;9,2;13,4;5;3,62;2;1
150;415;3936376;no;yes;28;174;30;14;75;170;80;201,6;130;9,07;11;4;2,97;1;0
99;408;3547025;no;no;0;160;27;13;83;155;121;255,7;114;11,51;8,4;3;2,27;1;0
87;408;3516585;no;no;0;237;40;19;124;223;87;173,3;81;7,8;11;3;2,97;1;0
108;415;3305462;no;no;0;103;18;21;129;242;103;170,2;89;7,66;7,9;3;2,13;1;0
101;415;4072292;no;no;0;154;26;20;89;234;89;196,3;77;8,83;11,6;2;3,13;4;0
53;415;3403011;no;no;0;205;35;14;86;161;95;149,5;142;6,73;10,7;2;2,89;3;0
132;415;3459153;no;yes;39;176;30;16;93;187;94;225,5;118;10,15;8,6;3;2,32;2;0
158;510;3795503;no;no;0;156;27;19;123;224;112;221;116;9,95;8,6;8;2,32;2;0
114;415;3896790;no;yes;34;154;26;19;109;221;142;208,5;103;9,38;10,3;5;2,78;0;0
77;415;4083610;no;yes;23;210;36;16;73;184;63;205,5;111;9,25;7,1;3;1,92;2;0
144;415;3758238;yes;no;0;150;26;24;69;286;73;190,6;121;8,58;9,4;15;2,54;0;0
91;510;3785633;no;yes;23;232;40;16;97;186;88;190,5;128;8,57;12,3;3;3,32;3;0
58;408;3899120;no;no;0;165;28;10;100;116;87;193,8;118;8,72;12,8;5;3,46;2;0
5;415;3802758;no;no;0;199;34;16;106;187;12;214;85;9,63;13,3;3;3,59;3;0
97;408;4022728;no;no;0;218;37;27;81;321;51;150,7;110;6,78;4,2;3;1,13;0;0
107;415;3549062;no;no;0;212;36;13;95;150;88;219,8;111;9,89;7,7;2;2,08;3;0
142;415;4172054;no;yes;30;154;26;14;75;166;97;270;83;12,15;10,8;5;2,92;1;0
9;408;3531941;no;yes;31;194;33;17;130;203;98;191,2;102;8,6;13,3;2;3,59;1;0
73;415;3281522;no;no;0;175;30;21;130;248;105;122,4;85;5,51;12,2;4;3,29;0;0
48;510;4084529;no;yes;22;152;26;22;63;259;131;263,2;109;11,84;15,7;5;4,24;2;1
43;408;4175320;no;no;0;230;39;16;147;187;121;128,4;100;5,78;9,2;3;2,48;0;0
122;408;3709755;no;yes;33;175;30;21;103;248;105;164,6;116;7,41;13,5;3;3,65;1;1
93;415;3724835;no;no;0;190;32;22;68;262;64;130;92;5,85;8,8;4;2,38;0;0
85;415;3346605;no;no;0;176;30;19;122;225;123;219,6;50;9,88;11,5;1;3,11;1;0
59;415;3995564;no;no;0;161;27;21;95;251;65;273,4;97;12,3;5;5;1,35;3;0
87;415;3922887;no;no;0;229;39;14;90;163;99;154,1;90;6,93;11,8;3;3,19;1;0
137;408;3282110;no;no;0;144;24;15;90;182;100;128,1;93;5,76;12,3;2;3,32;0;0
